Year,Month,Match,Player Name,Club Name,country Name,Position,Jersey_No,Nationality,apperances,goals scored,goals assist,total shots,shots on target,fouls made,goals saved,goals conceded(stopped),total penalty,successful penalty,salary
2012,February,Club,Aguero,Sevilla FC,NA,F,51,Italy,8,6,2,53,33,3,17,13,7,2,3770.91
2012,March,Club,Aguero,Sevilla FC,NA,F,51,Italy,8,9,3,75,48,1,22,20,10,5,3770.91
2012,April,Club,Aguero,Sevilla FC,NA,F,51,Italy,8,6,8,71,48,9,12,25,9,2,3770.91
2012,May,Club,Aguero,Sevilla FC,NA,F,51,Italy,8,7,5,62,30,5,28,18,3,3,3770.91
2012,June,Club,Aguero,Sevilla FC,NA,F,51,Italy,8,6,4,53,41,9,14,17,2,2,3770.91
2012,July,Club,Aguero,Sevilla FC,NA,F,51,Italy,8,6,8,79,33,9,26,11,4,2,3770.91
2012,August,Club,Aguero,Sevilla FC,NA,F,51,Italy,8,7,3,54,48,9,26,25,9,3,3770.91
2012,September,Club,Aguero,Sevilla FC,NA,F,51,Italy,8,5,3,74,50,1,17,14,1,1,3770.91
2012,October,Club,Aguero,Sevilla FC,NA,F,51,Italy,8,5,2,63,43,8,17,25,1,1,3770.91
2012,November,Club,Aguero,Sevilla FC,NA,F,51,Italy,8,5,6,80,31,10,29,11,2,1,3770.91
2012,December,Club,Aguero,Sevilla FC,NA,F,51,Italy,8,8,1,55,38,6,27,19,10,4,3770.91
2010,January,International,Alberto ,NA,Brasil,LB,74,Brasil,8,9,6,74,38,7,10,18,2,2,11352.13
2010,February,International,Alberto ,NA,Brasil,LB,74,Brasil,8,7,3,70,30,8,29,24,0,0,11352.13
2010,March,International,Alberto ,NA,Brasil,LB,74,Brasil,8,7,5,58,37,8,28,27,0,0,11352.13
2010,April,International,Alberto ,NA,Brasil,LB,74,Brasil,8,7,6,54,37,3,16,21,0,0,11352.13
2010,May,International,Alberto ,NA,Brasil,LB,74,Brasil,8,7,1,55,40,5,15,12,0,0,11352.13
2010,June,International,Alberto ,NA,Brasil,LB,74,Brasil,8,7,2,64,30,9,23,22,0,0,11352.13
2010,July,International,Alberto ,NA,Brasil,LB,74,Brasil,8,7,6,63,33,9,10,18,0,0,11352.13
2010,August,International,Alberto ,NA,Brasil,LB,74,Brasil,8,7,5,77,30,9,10,15,0,0,11352.13
2010,September,International,Alberto ,NA,Brasil,LB,74,Brasil,8,7,1,69,44,7,23,19,0,0,11352.13
2010,October,International,Alberto ,NA,Brasil,LB,74,Brasil,8,7,1,60,37,11,29,10,0,0,11352.13
2010,November,International,Alberto ,NA,Brasil,LB,74,Brasil,8,9,4,69,49,5,14,22,3,2,11352.13
2010,December,International,Alberto ,NA,Brasil,LB,74,Brasil,8,7,3,51,47,12,10,15,0,0,11352.13
2011,January,International,Alberto ,NA,Brasil,LB,74,Brasil,8,8,5,55,46,5,13,23,4,3,10000.00
2011,February,International,Alberto ,NA,Brasil,LB,74,Brasil,8,5,8,78,37,10,26,26,5,3,10000.00
2011,March,International,Alberto ,NA,Brasil,LB,74,Brasil,8,3,2,50,43,4,11,13,3,1,10000.00
2011,April,International,Alberto ,NA,Brasil,LB,74,Brasil,8,3,1,60,45,1,21,18,2,1,10000.00
2011,May,International,Alberto ,NA,Brasil,LB,74,Brasil,8,3,8,64,50,9,27,24,5,1,10000.00
2011,June,International,Alberto ,NA,Brasil,LB,74,Brasil,8,2,1,54,47,0,23,28,4,0,10000.00
2011,July,International,Alberto ,NA,Brasil,LB,74,Brasil,8,2,1,76,34,3,10,17,1,0,10000.00
2011,August,International,Alberto ,NA,Brasil,LB,74,Brasil,8,4,7,69,47,10,22,29,3,2,10000.00
2011,September,International,Alberto ,NA,Brasil,LB,74,Brasil,8,2,2,80,33,1,23,15,1,0,10000.00
2011,October,International,Alberto ,NA,Brasil,LB,74,Brasil,8,5,7,61,42,8,17,13,5,3,10000.00
2011,November,International,Alberto ,NA,Brasil,LB,74,Brasil,8,4,4,59,32,2,19,16,4,2,10000.00
2011,December,International,Alberto ,NA,Brasil,LB,74,Brasil,8,2,5,71,50,1,15,21,3,0,10000.00
2012,January,International,Alberto ,NA,Brasil,LB,74,Brasil,8,9,5,79,42,1,19,20,7,7,14652.13
2012,February,International,Alberto ,NA,Brasil,LB,74,Brasil,8,5,8,78,35,7,12,19,8,3,14652.13
2012,March,International,Alberto ,NA,Brasil,LB,74,Brasil,8,4,7,68,36,7,21,30,3,2,14652.13
2012,April,International,Alberto ,NA,Brasil,LB,74,Brasil,8,4,6,51,48,6,15,14,10,2,14652.13
2012,May,International,Alberto ,NA,Brasil,LB,74,Brasil,8,2,4,60,37,2,18,10,4,0,14652.13
2012,June,International,Alberto ,NA,Brasil,LB,74,Brasil,8,4,1,64,40,7,10,20,8,2,14652.13
2012,July,International,Alberto ,NA,Brasil,LB,74,Brasil,8,9,7,59,43,1,14,16,10,7,14652.13
2012,August,International,Alberto ,NA,Brasil,LB,74,Brasil,8,5,8,53,38,3,12,23,7,3,14652.13
2012,September,International,Alberto ,NA,Brasil,LB,74,Brasil,8,7,3,78,31,3,22,19,5,5,14652.13
2012,October,International,Alberto ,NA,Brasil,LB,74,Brasil,8,5,6,73,33,9,11,16,4,3,14652.13
2012,November,International,Alberto ,NA,Brasil,LB,74,Brasil,8,4,6,73,35,3,10,19,5,2,14652.13
2012,December,International,Alberto ,NA,Brasil,LB,74,Brasil,8,4,1,61,48,1,16,24,2,2,14652.13
2010,January,Club,Alberto ,Everton,NA,LB,74,Brasil,8,7,8,68,37,9,26,29,2,2,10000.00
2010,February,Club,Alberto ,Everton,NA,LB,74,Brasil,8,7,8,80,31,9,17,24,0,0,10000.00
2010,March,Club,Alberto ,Everton,NA,LB,74,Brasil,8,8,1,63,32,3,16,20,2,2,10000.00
2010,April,Club,Alberto ,Everton,NA,LB,74,Brasil,8,0,8,72,34,1,24,23,3,3,10000.00
2010,May,Club,Alberto ,Everton,NA,LB,74,Brasil,8,3,6,73,36,0,22,28,0,0,10000.00
2010,June,Club,Alberto ,Everton,NA,LB,74,Brasil,8,2,1,75,47,2,14,14,1,1,10000.00
2010,July,Club,Alberto ,Everton,NA,LB,74,Brasil,8,8,8,79,31,3,22,24,0,0,10000.00
2010,August,Club,Alberto ,Everton,NA,LB,74,Brasil,8,8,7,67,43,1,24,22,7,7,10000.00
2010,September,Club,Alberto ,Everton,NA,LB,74,Brasil,8,5,1,60,49,5,15,19,6,5,10000.00
2010,October,Club,Alberto ,Everton,NA,LB,74,Brasil,8,7,2,70,37,4,11,12,6,3,10000.00
2010,November,Club,Alberto ,Everton,NA,LB,74,Brasil,8,2,8,71,46,10,29,11,5,5,10000.00
2010,December,Club,Alberto ,Everton,NA,LB,74,Brasil,8,5,4,60,32,0,21,13,10,8,10000.00
2011,January,Club,Alberto ,Everton,NA,LB,74,Brasil,8,12,8,73,48,4,27,21,6,5,14652.13
2011,February,Club,Alberto ,Everton,NA,LB,74,Brasil,8,9,6,50,44,3,22,29,7,3,14652.13
2011,March,Club,Alberto ,Everton,NA,LB,74,Brasil,8,8,4,67,34,3,12,15,5,3,14652.13
2011,April,Club,Alberto ,Everton,NA,LB,74,Brasil,8,6,8,50,32,8,30,16,1,0,14652.13
2011,May,Club,Alberto ,Everton,NA,LB,74,Brasil,8,6,3,64,39,4,25,12,5,2,14652.13
2011,June,Club,Alberto ,Everton,NA,LB,74,Brasil,8,11,3,51,43,10,13,29,9,8,14652.13
2011,July,Club,Alberto ,Everton,NA,LB,74,Brasil,8,6,2,69,39,7,24,20,3,3,14652.13
2011,August,Club,Alberto ,Everton,NA,LB,74,Brasil,8,9,6,78,38,0,15,26,6,2,14652.13
2011,September,Club,Alberto ,Everton,NA,LB,74,Brasil,8,6,4,61,33,3,30,20,5,4,14652.13
2011,October,Club,Alberto ,Everton,NA,LB,74,Brasil,8,8,5,64,32,2,29,21,3,3,14652.13
2011,November,Club,Alberto ,Everton,NA,LB,74,Brasil,8,12,3,52,47,7,10,13,9,1,14652.13
2011,December,Club,Alberto ,Everton,NA,LB,74,Brasil,8,13,2,75,37,10,30,18,10,7,14652.13
2012,January,Club,Alberto ,Schalke,NA,LB,74,Brasil,8,4,5,73,42,10,14,14,2,0,11352.13
2012,February,Club,Alberto ,Schalke,NA,LB,74,Brasil,8,8,7,56,35,5,12,22,7,4,11352.13
2012,March,Club,Alberto ,Schalke,NA,LB,74,Brasil,8,8,5,55,47,5,30,18,7,4,11352.13
2012,April,Club,Alberto ,Schalke,NA,LB,74,Brasil,8,5,6,64,35,9,22,11,2,1,11352.13
2012,May,Club,Alberto ,Schalke,NA,LB,74,Brasil,8,8,5,67,48,0,10,17,7,4,11352.13
2012,June,Club,Alberto ,Schalke,NA,LB,74,Brasil,8,6,1,72,33,1,13,14,3,2,11352.13
2012,July,Club,Alberto ,Schalke,NA,LB,74,Brasil,8,10,8,63,50,9,24,12,6,6,11352.13
2012,August,Club,Alberto ,Schalke,NA,LB,74,Brasil,8,6,7,69,34,6,16,16,2,2,11352.13
2012,September,Club,Alberto ,Schalke,NA,LB,74,Brasil,8,7,2,56,41,5,20,23,8,3,11352.13
2012,October,Club,Alberto ,Schalke,NA,LB,74,Brasil,8,5,6,78,36,8,30,10,1,1,11352.13
2012,November,Club,Alberto ,Schalke,NA,LB,74,Brasil,8,8,3,66,31,7,30,18,10,4,11352.13
2012,December,Club,Alberto ,Schalke,NA,LB,74,Brasil,8,8,3,55,47,1,22,27,5,4,11352.13
2010,January,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,7,5,66,49,4,21,20,0,0,5072.71
2010,February,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,10,4,51,42,9,30,16,4,3,5072.71
2010,March,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,7,4,68,39,33,10,16,0,0,5072.71
2010,April,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,7,2,72,32,5,13,25,0,0,5072.71
2010,May,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,7,5,67,44,5,29,21,0,0,5072.71
2010,June,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,10,8,77,42,12,20,27,3,3,5072.71
2010,July,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,7,5,56,43,14,26,13,0,0,5072.71
2010,August,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,7,3,69,39,8,10,11,0,0,5072.71
2010,September,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,7,4,74,35,13,14,23,0,0,5072.71
2010,October,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,7,3,59,31,12,15,13,0,0,5072.71
2010,November,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,8,6,78,49,7,25,24,1,1,5072.71
2010,December,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,7,2,68,31,2,20,11,0,0,5072.71
2011,January,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,6,5,61,42,7,21,24,3,2,6753.00
2011,February,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,5,5,56,49,1,21,24,5,3,6753.00
2011,March,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,4,3,60,46,5,15,17,4,2,6753.00
2011,April,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,2,6,72,48,6,27,27,4,0,6753.00
2011,May,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,3,7,61,31,8,27,14,2,1,6753.00
2011,June,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,6,3,75,32,5,18,12,5,4,6753.00
2011,July,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,4,2,74,34,10,13,14,5,2,6753.00
2011,August,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,3,8,51,32,5,15,16,2,1,6753.00
2011,September,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,2,2,79,46,8,21,10,2,0,6753.00
2011,October,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,2,3,63,40,1,23,30,1,0,6753.00
2011,November,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,4,6,61,48,10,16,11,5,2,6753.00
2011,December,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,3,6,54,49,6,21,25,3,1,6753.00
2012,January,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,4,2,75,44,6,28,11,6,2,6002.71
2012,February,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,3,7,53,46,8,14,29,2,1,6002.71
2012,March,International,Alessandro  Florenzi,NA,Portugal,RW,26,Portugal,8,3,5,71,46,7,29,10,1,1,6002.71
